Unnamed: 0,고객ID,Duration,총과금액,평균과금액,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,연령대,마지막과금일,최초과금일,평균유지기간(월),LTV2,Cluster,1년이후잔존확률,2년이후잔존확률
6008,C-16173,762,2778200,106853.8462,남성,69,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2019-08-01,2021-09-01,Yes,90,Competitor,4849,1,20910,60대,2021-09-01,2019-08-01 00:00:00,25.4,2714087.692,0,0.98139732,0.784849434
6009,C-16174,,1684000,99058.82353,여성,29,No,No,0,0,Yes,계좌이체,No,No,No,Yes,85,2020-08-01,2022-01-01,No,54,,4456,4,54810,20대,2021-12-01,2020-08-01 00:00:00,16.23333333,1608054.902,0,0.978845961,0.920124794
6010,C-16176,153,308400,51400,남성,30,No,No,0,0,Yes,이체/메일확인,Yes,Yes,Yes,Yes,59,2020-08-01,2021-01-01,Yes,67,Dissatisfaction,5824,2,0,30대,2021-01-01,2020-08-01 00:00:00,5.1,262140,0,0.125320752,0.116629791
6011,C-16177,,2397100,41329.31034,여성,27,Yes,Yes,2,9,No,계좌이체,Yes,Yes,No,Yes,52,2017-03-01,2022-01-01,No,33,,4829,3,0,20대,2021-12-01,2017-03-01 00:00:00,57.86666667,2391589.425,2,1,0.99417007
6012,C-16178,,3290200,47684.05797,여성,44,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,24,2016-04-01,2022-01-01,No,41,,5281,4,0,40대,2021-12-01,2016-04-01 00:00:00,69,3290200,0,0.999693487,0.99689386
6013,C-16179,,809800,24539.39394,남성,79,No,No,0,0,No,계좌이체,No,No,No,No,0,2019-04-01,2022-01-01,No,62,,5766,4,26220,70대,2021-12-01,2019-04-01 00:00:00,32.5,797530.303,1,0.935435999,0.918299266
6014,C-16180,,458600,28662.5,남성,64,No,No,0,0,No,신용카드,No,No,No,No,0,2020-09-01,2022-01-01,No,43,,3962,5,4180,60대,2021-12-01,2020-09-01 00:00:00,15.2,435670,1,0.984066042,0.964510784
6015,C-16181,,1747300,22692.20779,여성,29,Yes,No,0,7,No,계좌이체,No,No,No,No,0,2015-08-01,2022-01-01,No,71,,5076,3,55030,20대,2021-12-01,2015-08-01 00:00:00,77.13333333,1750325.628,1,0.998952991,0.997286325
6016,C-16182,,732300,23622.58065,남성,49,Yes,Yes,3,2,No,신용카드,No,No,No,No,0,2019-06-01,2022-01-01,No,29,,5964,5,36730,40대,2021-12-01,2019-06-01 00:00:00,30.46666667,719701.2903,1,0.996197583,0.995684874
6017,C-16183,,295700,22746.15385,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2020-12-01,2022-01-01,No,79,,2067,5,15260,50대,2021-12-01,2020-12-01 00:00:00,12.16666667,276744.8718,1,0.947312813,0.94475402
6018,C-16184,1553,5664500,108932.6923,남성,80,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,30,2017-03-01,2021-06-01,Yes,83,Dissatisfaction,4788,1,24970,80대 이상,2021-06-01,2017-03-01 00:00:00,51.76666667,5639082.372,0,0.996504797,0.986328832
6019,C-16185,,2434000,28976.19048,남성,38,Yes,No,0,1,No,신용카드,No,No,No,No,0,2015-01-01,2022-01-01,No,71,,6251,3,15480,30대,2021-12-01,2015-01-01 00:00:00,84.2,2439795.238,1,1,0.998820513
6020,C-16186,,1933800,23582.92683,여성,38,Yes,Yes,2,1,No,계좌이체,No,No,No,No,0,2015-03-01,2022-01-01,No,22,,5169,4,54690,30대,2021-12-01,2015-03-01 00:00:00,82.23333333,1939302.683,1,0.999756098,0.999756098
6021,C-16187,,4254900,106372.5,여성,56,Yes,No,0,7,No,신용카드,No,Yes,No,Yes,19,2018-09-01,2022-01-01,No,55,,3676,4,37400,50대,2021-12-01,2018-09-01 00:00:00,39.56666667,4208805.25,2,1,0.996891743
6022,C-16188,,9007400,108522.8916,남성,70,Yes,No,0,7,Yes,계좌이체,Yes,Yes,Yes,Yes,10,2015-02-01,2022-01-01,No,66,,4322,3,41360,70대,2021-12-01,2015-02-01 00:00:00,83.16666667,9025487.149,2,1,0.999565217
6023,C-16189,,457400,26905.88235,남성,28,Yes,No,0,1,No,신용카드,No,No,No,No,0,2020-08-01,2022-01-01,No,42,,2894,3,5880,20대,2021-12-01,2020-08-01 00:00:00,16.23333333,436772.1569,1,0.961482189,0.925093466
6024,C-16190,123,464500,92900,여성,61,No,No,0,0,Yes,계좌이체,No,No,No,Yes,27,2021-07-01,2021-11-01,Yes,69,Dissatisfaction,2085,3,31190,60대,2021-11-01,2021-07-01 00:00:00,4.1,380890,0,0.053993717,0.051069063
6025,C-16191,,9112400,112498.7654,남성,73,Yes,No,0,5,Yes,계좌이체,No,Yes,No,Yes,13,2015-04-01,2022-01-01,No,21,,6132,3,56390,70대,2021-12-01,2015-04-01 00:00:00,81.2,9134899.753,2,0.994409093,0.99131026
6026,C-16192,,1582900,22940.57971,여성,33,Yes,Yes,3,5,No,계좌이체,No,No,No,No,0,2016-04-01,2022-01-01,No,45,,5864,3,47570,30대,2021-12-01,2016-04-01 00:00:00,69,1582900,1,1,0.999473684
6027,C-16193,,4206600,52582.5,여성,53,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,13,2015-05-01,2022-01-01,No,63,,5750,3,0,50대,2021-12-01,2015-05-01 00:00:00,80.2,4217116.5,0,0.998860791,0.997399002
6028,C-16194,,724500,55730.76923,남성,55,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,13,2020-12-01,2022-01-01,No,24,,2978,3,43170,50대,2021-12-01,2020-12-01 00:00:00,12.16666667,678057.6923,0,0.682854456,0.649020649
6029,C-16195,,6753600,81368.6747,여성,80,Yes,Yes,1,7,No,계좌이체,Yes,Yes,No,Yes,15,2015-02-01,2022-01-01,No,65,,5546,4,54920,80대 이상,2021-12-01,2015-02-01 00:00:00,83.16666667,6767161.446,2,0.996413309,0.996127595
6030,C-16196,1339,5323300,118295.5556,남성,41,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,23,2017-07-01,2021-03-01,Yes,81,Dissatisfaction,3486,2,48480,40대,2021-03-01,2017-07-01 00:00:00,44.63333333,5279924.963,0,0.998443487,0.994899964
6031,C-16197,,942400,24164.10256,여성,37,Yes,No,0,10,Yes,신용카드,No,No,No,No,0,2018-10-01,2022-01-01,No,31,,2269,4,23730,30대,2021-12-01,2018-10-01 00:00:00,38.56666667,931928.8889,1,1,1
6032,C-16198,,7866600,94778.31325,남성,21,No,No,0,6,Yes,신용카드,No,Yes,Yes,Yes,27,2015-02-01,2022-01-01,No,29,,5872,5,31640,20대,2021-12-01,2015-02-01 00:00:00,83.16666667,7882396.386,2,0.99857973,0.99857973
6033,C-16199,,8790100,117201.3333,여성,44,Yes,No,0,2,Yes,신용카드,Yes,No,No,Yes,16,2015-10-01,2022-01-01,No,79,,4572,3,1580,40대,2021-12-01,2015-10-01 00:00:00,75.1,8801820.133,2,1,0.998837704
6034,C-16200,519,1383300,76850,여성,20,No,No,0,0,Yes,신용카드,No,No,No,Yes,41,2019-08-01,2021-01-01,Yes,74,Competitor,3022,1,45880,20대,2021-01-01,2019-08-01 00:00:00,17.3,1329505,0,0.828130185,0.63088899
6035,C-16201,,2488000,29619.04762,남성,40,Yes,No,0,8,No,신용카드,No,No,No,No,0,2015-01-01,2022-01-01,No,46,,6011,5,4750,40대,2021-12-01,2015-01-01 00:00:00,84.2,2493923.81,1,1,1
6036,C-16202,273,519800,51980,여성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,29,2021-01-01,2021-10-01,Yes,87,Competitor,2029,2,47350,40대,2021-10-01,2021-01-01 00:00:00,9.1,473018,0,0.149599019,0.134486042
6037,C-16203,,1090400,83876.92308,남성,76,Yes,No,0,7,No,계좌이체,No,No,No,Yes,20,2020-12-01,2022-01-01,No,47,,2968,5,20110,70대,2021-12-01,2020-12-01 00:00:00,12.16666667,1020502.564,0,0.872997095,0.803950561
6038,C-16205,,9433100,122507.7922,여성,65,Yes,No,0,10,Yes,신용카드,No,Yes,Yes,Yes,9,2015-08-01,2022-01-01,No,80,,4872,4,41250,60대,2021-12-01,2015-08-01 00:00:00,77.13333333,9449434.372,2,1,1
6039,C-16206,,4871400,76115.625,여성,36,Yes,No,0,0,Yes,이체/메일확인,Yes,No,No,Yes,18,2016-09-01,2022-01-01,No,73,,4405,4,4750,30대,2021-12-01,2016-09-01 00:00:00,63.9,4863788.438,0,0.997472943,0.980927908
6040,C-16207,,1819200,86628.57143,여성,28,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,73,2020-04-01,2022-01-01,No,66,,5770,3,14800,20대,2021-12-01,2020-04-01 00:00:00,20.3,1758560,0,0.985953177,0.860107729
6041,C-16208,31,86200,43100,남성,78,No,No,0,0,Yes,계좌이체,No,No,No,No,8,2021-05-01,2021-06-01,Yes,100,Competitor,5433,3,0,70대,2021-06-01,2021-05-01 00:00:00,1.033333333,44536.66667,1,0.008064516,0.007096774
6042,C-16209,,766200,23218.18182,남성,38,Yes,Yes,1,10,No,신용카드,No,No,No,No,0,2019-04-01,2022-01-01,No,47,,3243,3,20340,30대,2021-12-01,2019-04-01 00:00:00,32.5,754590.9091,1,0.999622642,0.998067925
6043,C-16210,,2173600,28981.33333,남성,23,No,No,0,5,No,신용카드,No,No,No,No,0,2015-10-01,2022-01-01,No,40,,4392,4,32660,20대,2021-12-01,2015-10-01 00:00:00,75.1,2176498.133,1,1,1
6044,C-16211,181,719400,102771.4286,여성,53,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,3,2021-01-01,2021-07-01,Yes,71,Competitor,5656,1,1360,50대,2021-07-01,2021-01-01 00:00:00,6.033333333,620054.2857,0,0.623259064,0.553635226
6045,C-16212,,848300,22927.02703,여성,42,No,No,0,0,Yes,신용카드,No,No,No,No,0,2018-12-01,2022-01-01,No,23,,2159,4,6780,40대,2021-12-01,2018-12-01 00:00:00,36.53333333,837600.7207,1,0.996629756,0.993389955
6046,C-16213,,4297200,55092.30769,여성,64,No,No,0,0,Yes,이체/메일확인,Yes,Yes,Yes,No,29,2015-07-01,2022-01-01,No,27,,6435,3,0,60대,2021-12-01,2015-07-01 00:00:00,78.16666667,4306382.051,2,0.998915344,0.992566443
6047,C-16214,,6023400,107560.7143,남성,50,No,No,0,0,Yes,신용카드,No,No,No,Yes,16,2017-05-01,2022-01-01,No,63,,4751,4,50740,50대,2021-12-01,2017-05-01 00:00:00,55.83333333,6005473.214,0,0.998238164,0.994334161
6048,C-16215,,6666600,92591.66667,남성,62,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,3,2016-01-01,2022-01-01,No,43,,4807,3,39660,60대,2021-12-01,2016-01-01 00:00:00,72.03333333,6669686.389,2,0.998096296,0.997946484
6049,C-16216,547,2226000,117157.8947,여성,34,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,3,2020-01-01,2021-07-01,Yes,100,Dissatisfaction,3068,1,41250,30대,2021-07-01,2020-01-01 00:00:00,18.23333333,2136178.947,0,0.987439599,0.833631965
6050,C-16217,,8443900,117276.3889,여성,22,No,No,0,9,Yes,계좌이체,No,Yes,No,Yes,51,2016-01-01,2022-01-01,No,38,,6213,4,38990,20대,2021-12-01,2016-01-01 00:00:00,72.03333333,8447809.213,2,0.994559043,0.992573029
6051,C-16218,335,318600,26550,남성,42,No,No,0,0,No,신용카드,No,No,No,No,0,2020-05-01,2021-04-01,Yes,65,Competitor,5671,1,34920,40대,2021-04-01,2020-05-01 00:00:00,11.16666667,296475,1,0.949002245,0.935084345
6052,C-16219,,5060700,71277.46479,남성,46,No,No,0,0,Yes,계좌이체,No,No,No,Yes,6,2016-02-01,2022-01-01,No,27,,6250,3,10960,40대,2021-12-01,2016-02-01 00:00:00,71,5060700,0,0.999055556,0.988787004
6053,C-16220,,1387500,57812.5,남성,58,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,12,2020-01-01,2022-01-01,No,70,,4244,5,50620,50대,2021-12-01,2020-01-01 00:00:00,23.33333333,1348958.333,0,0.846671289,0.694302419
6054,C-16221,,1620000,81000,여성,23,No,No,0,1,No,신용카드,Yes,No,Yes,Yes,41,2020-05-01,2022-01-01,No,72,,2985,3,26780,20대,2021-12-01,2020-05-01 00:00:00,19.3,1563300,0,0.958975808,0.746911907
6055,C-16222,,1412000,35300,여성,35,No,No,0,0,Yes,신용카드,No,No,No,Yes,14,2018-09-01,2022-01-01,No,67,,5463,5,0,30대,2021-12-01,2018-09-01 00:00:00,39.56666667,1396703.333,0,0.911656138,0.792296711
6056,C-16223,,2332900,97204.16667,여성,56,No,Yes,1,0,Yes,계좌이체,No,No,No,Yes,19,2020-01-01,2022-01-01,No,77,,4621,4,20230,50대,2021-12-01,2020-01-01 00:00:00,23.33333333,2268097.222,0,0.990926698,0.854701996
6057,C-16224,,5412700,128873.8095,여성,62,Yes,Yes,2,9,Yes,계좌이체,No,Yes,Yes,Yes,18,2018-07-01,2022-01-01,No,51,,3094,4,27800,60대,2021-12-01,2018-07-01 00:00:00,41.63333333,5365446.27,2,1,1
6058,C-16225,365,1311400,100876.9231,남성,65,No,No,0,0,Yes,신용카드,No,Yes,Yes,No,7,2020-09-01,2021-09-01,Yes,78,Competitor,5565,1,32320,60대,2021-09-01,2020-09-01 00:00:00,12.16666667,1227335.897,0,0.842006212,0.675133248
6059,C-16226,,773800,55271.42857,여성,44,No,No,0,0,No,신용카드,No,Yes,No,Yes,4,2020-11-01,2022-01-01,No,75,,2342,5,33110,40대,2021-12-01,2020-11-01 00:00:00,13.16666667,727740.4762,0,0.721834396,0.687672589
6060,C-16227,92,252600,63150,남성,25,No,No,0,0,No,신용카드,No,No,No,Yes,51,2021-08-01,2021-11-01,Yes,78,Dissatisfaction,5698,2,25760,20대,2021-11-01,2021-08-01 00:00:00,3.066666667,193660,0,0,0
6061,C-16228,,2510400,47366.03774,여성,59,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,21,2017-08-01,2022-01-01,No,79,,2454,5,0,50대,2021-12-01,2017-08-01 00:00:00,52.76666667,2499347.925,0,0.997655378,0.957519075
6062,C-16229,,2039500,30440.29851,여성,36,Yes,Yes,3,1,Yes,신용카드,No,No,No,No,0,2016-06-01,2022-01-01,No,42,,4466,5,1580,30대,2021-12-01,2016-06-01 00:00:00,66.96666667,2038485.323,1,1,0.998587955
6063,C-16230,245,878900,97655.55556,남성,66,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2020-05-01,2021-01-01,Yes,72,Price,3812,1,5650,60대,2021-01-01,2020-05-01 00:00:00,8.166666667,797520.3704,0,0.547918982,0.434619219
6064,C-16231,2192,8970100,122878.0822,남성,47,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,23,2015-10-01,2021-10-01,Yes,83,Price,5055,3,3500,40대,2021-10-01,2015-10-01 00:00:00,73.06666667,8978291.872,2,0.995313768,0.982287422
6065,C-16232,,9849500,117255.9524,남성,62,Yes,No,0,5,Yes,계좌이체,Yes,Yes,Yes,Yes,15,2015-01-01,2022-01-01,No,54,,6082,5,49490,60대,2021-12-01,2015-01-01 00:00:00,84.2,9872951.19,2,0.998949275,0.998731884
6066,C-16233,,4244500,101059.5238,여성,53,Yes,Yes,3,0,No,계좌이체,No,No,No,Yes,58,2018-07-01,2022-01-01,No,24,,2923,3,54690,50대,2021-12-01,2018-07-01 00:00:00,41.63333333,4207444.841,0,0.987693218,0.97258906
6067,C-16234,,1139400,30794.59459,남성,61,Yes,Yes,2,8,Yes,계좌이체,No,No,No,No,0,2018-12-01,2022-01-01,No,26,,5250,3,22150,60대,2021-12-01,2018-12-01 00:00:00,36.53333333,1125029.189,1,0.999,0.998230769
6068,C-16235,31,184400,92200,여성,36,No,No,0,0,Yes,계좌이체,No,No,No,Yes,8,2021-01-01,2021-02-01,Yes,83,Dissatisfaction,4335,2,6670,30대,2021-02-01,2021-01-01 00:00:00,1.033333333,95273.33333,0,0,0
6069,C-16236,,7190600,123975.8621,여성,65,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,30,2017-03-01,2022-01-01,No,76,,4103,3,46560,60대,2021-12-01,2017-03-01 00:00:00,57.86666667,7174069.885,0,1,0.997524029
6070,C-16237,973,3830900,116087.8788,남성,39,Yes,No,0,1,Yes,신용카드,Yes,No,No,No,26,2019-02-01,2021-10-01,Yes,71,Competitor,5026,1,37970,30대,2021-10-01,2019-02-01 00:00:00,32.43333333,3765116.869,1,0.993862199,0.955471591
6071,C-16238,,4098500,95313.95349,남성,43,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,23,2018-06-01,2022-01-01,No,49,,4684,4,41920,40대,2021-12-01,2018-06-01 00:00:00,42.63333333,4063551.55,0,0.997786404,0.988912904
6072,C-16239,,5057900,63223.75,남성,42,Yes,No,0,7,Yes,계좌이체,Yes,No,No,Yes,16,2015-05-01,2022-01-01,No,30,,4601,3,0,40대,2021-12-01,2015-05-01 00:00:00,80.2,5070544.75,2,1,0.997392593
6073,C-16240,,8954500,127921.4286,여성,51,Yes,No,0,6,Yes,신용카드,Yes,Yes,Yes,Yes,7,2016-03-01,2022-01-01,No,57,,4935,3,42040,50대,2021-12-01,2016-03-01 00:00:00,70.03333333,8958764.048,2,1,1
6074,C-16241,,5606100,68367.07317,여성,52,Yes,Yes,2,1,Yes,계좌이체,No,Yes,Yes,Yes,19,2015-03-01,2022-01-01,No,43,,4117,5,0,50대,2021-12-01,2015-03-01 00:00:00,82.23333333,5622052.317,2,0.999714286,0.997386813
6075,C-16242,31,176400,88200,여성,53,Yes,No,0,1,Yes,이체/메일확인,No,No,No,Yes,7,2021-01-01,2021-02-01,Yes,82,Competitor,2943,3,44970,50대,2021-02-01,2021-01-01 00:00:00,1.033333333,91140,0,0,0
6076,C-16243,,5933300,98888.33333,여성,30,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,27,2017-01-01,2022-01-01,No,58,,4250,4,51420,30대,2021-12-01,2017-01-01 00:00:00,59.83333333,5916818.611,2,0.999693487,0.997865573
6077,C-16244,,10924100,130048.8095,여성,24,No,No,0,5,Yes,신용카드,Yes,Yes,No,Yes,73,2015-01-01,2022-01-01,No,22,,4259,4,46560,20대,2021-12-01,2015-01-01 00:00:00,84.2,10950109.76,2,0.9985,0.9985
6078,C-16245,92,276200,69050,남성,21,No,No,0,1,Yes,이체/메일확인,No,Yes,No,Yes,52,2020-10-01,2021-01-01,Yes,83,Competitor,2539,1,33110,20대,2021-01-01,2020-10-01 00:00:00,3.066666667,211753.3333,0,0.003663059,0.003663059
6079,C-16246,61,268200,89400,여성,28,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,27,2021-04-01,2021-06-01,Yes,86,Competitor,4559,2,11070,20대,2021-06-01,2021-04-01 00:00:00,2.033333333,181780,0,0.000277778,0.000277778
6080,C-16247,245,932600,103622.2222,여성,35,No,No,0,0,No,계좌이체,Yes,No,No,Yes,6,2021-03-01,2021-11-01,Yes,81,Other,4437,1,36500,30대,2021-11-01,2021-03-01 00:00:00,8.166666667,846248.1481,0,0.621318071,0.566380692
6081,C-16248,,1802800,24037.33333,여성,25,No,No,0,0,Yes,신용카드,No,No,No,No,0,2015-10-01,2022-01-01,No,23,,6469,5,18760,20대,2021-12-01,2015-10-01 00:00:00,75.1,1805203.733,1,0.999709828,0.996195066
6082,C-16249,1065,4218900,117191.6667,여성,65,Yes,No,0,1,Yes,계좌이체,Yes,Yes,Yes,Yes,22,2018-06-01,2021-05-01,Yes,81,Attitude,4745,1,18080,60대,2021-05-01,2018-06-01 00:00:00,35.5,4160304.167,2,0.993837371,0.977092133
6083,C-16250,396,1619400,115671.4286,남성,54,Yes,No,0,4,Yes,이체/메일확인,No,No,No,Yes,11,2020-08-01,2021-09-01,Yes,75,Competitor,5295,1,51530,50대,2021-09-01,2020-08-01 00:00:00,13.2,1526862.857,0,0.953258465,0.82832032
6084,C-16251,,3146800,74923.80952,여성,56,Yes,Yes,1,4,Yes,계좌이체,No,No,Yes,Yes,18,2018-07-01,2022-01-01,No,60,,2215,5,41470,50대,2021-12-01,2018-07-01 00:00:00,41.63333333,3119327.937,2,0.998055556,0.976062571
6085,C-16252,,5159100,71654.16667,남성,34,Yes,No,0,10,Yes,계좌이체,No,Yes,Yes,Yes,2,2016-01-01,2022-01-01,No,76,,5359,5,0,30대,2021-12-01,2016-01-01 00:00:00,72.03333333,5161488.472,2,0.999411765,0.998786765
6086,C-16253,,4888600,108635.5556,남성,55,Yes,No,0,1,No,계좌이체,No,No,No,No,17,2018-04-01,2022-01-01,No,57,,3296,5,30280,50대,2021-12-01,2018-04-01 00:00:00,44.66666667,4852388.148,1,0.995718254,0.985067668
6087,C-16254,1645,6992700,127140,여성,59,Yes,No,0,2,No,계좌이체,Yes,Yes,No,Yes,21,2017-03-01,2021-09-01,Yes,90,Dissatisfaction,4893,1,9940,50대,2021-09-01,2017-03-01 00:00:00,54.83333333,6971510,2,0.998624788,0.996079985
6088,C-16255,,10158000,128582.2785,여성,53,Yes,Yes,2,7,Yes,계좌이체,Yes,No,Yes,Yes,19,2015-06-01,2022-01-01,No,49,,4103,3,3730,50대,2021-12-01,2015-06-01 00:00:00,79.16666667,10179430.38,2,1,0.999545455
6089,C-16256,,3159000,85378.37838,여성,25,Yes,No,0,10,Yes,신용카드,Yes,Yes,Yes,Yes,73,2018-12-01,2022-01-01,No,63,,5620,4,2600,20대,2021-12-01,2018-12-01 00:00:00,36.53333333,3119156.757,2,1,0.998525759
6090,C-16257,,10979400,130707.1429,여성,42,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,13,2015-01-01,2022-01-01,No,59,,5425,5,27350,40대,2021-12-01,2015-01-01 00:00:00,84.2,11005541.43,2,1,0.999655172
6091,C-16258,548,1838600,96768.42105,남성,58,No,No,0,0,Yes,계좌이체,No,Yes,No,No,7,2020-06-01,2021-12-01,Yes,95,Competitor,3788,2,43960,50대,2021-12-01,2020-06-01 00:00:00,18.26666667,1767636.491,0,0.964673023,0.767937283
6092,C-16259,,1682900,22438.66667,남성,57,Yes,No,0,9,No,신용카드,No,No,No,No,0,2015-10-01,2022-01-01,No,20,,4538,3,19660,50대,2021-12-01,2015-10-01 00:00:00,75.1,1685143.867,1,1,1
6093,C-16260,,1445700,28347.05882,남성,39,Yes,No,0,7,Yes,신용카드,No,No,No,No,0,2017-10-01,2022-01-01,No,30,,3970,5,33450,30대,2021-12-01,2017-10-01 00:00:00,50.73333333,1438140.784,1,0.9988,0.998193939
6094,C-16261,,1084300,24095.55556,남성,21,No,No,0,0,No,신용카드,No,No,No,No,0,2018-04-01,2022-01-01,No,71,,2507,3,16390,20대,2021-12-01,2018-04-01 00:00:00,44.66666667,1076268.148,1,0.99948685,0.997720536
6095,C-16262,,1412200,23536.66667,남성,43,No,No,0,0,No,계좌이체,No,No,No,No,0,2017-01-01,2022-01-01,No,44,,4254,5,12430,40대,2021-12-01,2017-01-01 00:00:00,59.83333333,1408277.222,1,0.998823342,0.995667063
6096,C-16263,303,1108500,100772.7273,여성,57,No,No,0,0,No,계좌이체,No,No,No,Yes,20,2020-09-01,2021-07-01,Yes,80,Competitor,5699,2,20000,50대,2021-07-01,2020-09-01 00:00:00,10.1,1017804.545,0,0.663152662,0.547738146
6097,C-16264,,1273300,57877.27273,남성,53,Yes,No,0,6,No,신용카드,No,Yes,No,Yes,7,2020-03-01,2022-01-01,No,22,,2392,3,29610,50대,2021-12-01,2020-03-01 00:00:00,21.33333333,1234715.152,2,0.954280581,0.909174237
6098,C-16265,,5732000,100561.4035,남성,49,Yes,No,0,8,Yes,신용카드,Yes,No,No,Yes,15,2017-04-01,2022-01-01,No,44,,3289,3,25760,40대,2021-12-01,2017-04-01 00:00:00,56.83333333,5715239.766,2,1,0.999044444
6099,C-16266,853,3611800,124544.8276,남성,33,No,No,0,0,Yes,계좌이체,No,Yes,No,No,13,2019-03-01,2021-07-01,Yes,72,Dissatisfaction,2464,3,34470,30대,2021-07-01,2019-03-01 00:00:00,28.43333333,3541224.598,0,0.994424782,0.957387878
6100,C-16267,,10230300,134609.2105,여성,51,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,4,2015-09-01,2022-01-01,No,78,,5213,3,50060,50대,2021-12-01,2015-09-01 00:00:00,76.1,10243760.92,2,0.999791667,0.99922619
6101,C-16268,1461,3446200,70330.61224,여성,51,No,No,0,0,Yes,신용카드,Yes,No,Yes,Yes,13,2017-02-01,2021-02-01,Yes,69,Dissatisfaction,2681,1,38310,50대,2021-02-01,2017-02-01 00:00:00,48.7,3425100.816,0,0.997166497,0.973579212
6102,C-16269,,8559700,106996.25,여성,27,Yes,No,0,3,No,신용카드,No,Yes,Yes,Yes,26,2015-05-01,2022-01-01,No,55,,4095,4,3840,20대,2021-12-01,2015-05-01 00:00:00,80.2,8581099.25,2,1,1
6103,C-16270,,1522000,84555.55556,여성,45,No,No,0,0,Yes,신용카드,No,No,No,Yes,9,2020-07-01,2022-01-01,No,76,,4220,4,31300,40대,2021-12-01,2020-07-01 00:00:00,17.26666667,1459992.593,0,0.922120328,0.773262654
6104,C-16271,,939000,22902.43902,남성,40,No,No,0,0,No,신용카드,No,No,No,No,0,2018-08-01,2022-01-01,No,38,,5880,4,55940,40대,2021-12-01,2018-08-01 00:00:00,40.6,929839.0244,1,0.999401902,0.997850947
6105,C-16272,,1526700,29935.29412,남성,64,Yes,Yes,2,8,No,신용카드,No,No,No,No,0,2017-10-01,2022-01-01,No,65,,5453,5,23170,60대,2021-12-01,2017-10-01 00:00:00,50.73333333,1518717.255,1,1,1
6106,C-16273,,3120400,97512.5,남성,78,No,No,0,0,Yes,계좌이체,No,No,No,No,9,2019-05-01,2022-01-01,No,70,,4915,4,28820,70대,2021-12-01,2019-05-01 00:00:00,31.5,3071643.75,0,0.981882583,0.884027505
6107,C-16274,89,265700,66425,남성,47,No,No,0,0,Yes,계좌이체,No,No,No,No,29,2021-02-01,2021-05-01,Yes,68,Competitor,5598,1,46100,40대,2021-05-01,2021-02-01 00:00:00,2.966666667,197060.8333,0,0.000677778,0.000677778
6108,C-16275,,4488900,70139.0625,여성,30,No,No,0,0,Yes,계좌이체,No,No,No,Yes,59,2016-09-01,2022-01-01,No,40,,6107,3,10620,30대,2021-12-01,2016-09-01 00:00:00,63.9,4481886.094,0,0.997202731,0.983922753
6109,C-16276,,11400300,137353.012,남성,42,Yes,No,0,4,Yes,계좌이체,Yes,Yes,Yes,Yes,9,2015-02-01,2022-01-01,No,47,,6124,3,7010,40대,2021-12-01,2015-02-01 00:00:00,83.16666667,11423192.17,2,1,1
6110,C-16277,,4904800,92543.39623,여성,57,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,5,2017-08-01,2022-01-01,No,48,,5556,4,43170,50대,2021-12-01,2017-08-01 00:00:00,52.76666667,4883206.541,0,0.999388112,0.997199118
6111,C-16278,,3783500,46709.87654,남성,52,Yes,Yes,1,3,No,신용카드,Yes,No,Yes,Yes,11,2015-04-01,2022-01-01,No,53,,5987,3,0,50대,2021-12-01,2015-04-01 00:00:00,81.2,3792841.975,2,0.999230769,0.994529202
6112,C-16279,,7924600,99057.5,여성,44,Yes,Yes,1,3,Yes,신용카드,No,Yes,No,Yes,30,2015-05-01,2022-01-01,No,34,,5045,5,28140,40대,2021-12-01,2015-05-01 00:00:00,80.2,7944411.5,2,0.996776437,0.995064088
